1585310294.57; ark; eur; 1.866361265058339 § bitcoin; eur; 4.649446912448525 § ethereum; eur; 2.2410915032676795 § litecoin; eur; 1.0119990287696612 § monero; eur; 10.739138491802615
1585310720.31; ark; eur; 1.2831965030279555 § bitcoin; eur; 1.1547024831382768 § ethereum; eur; 5.161275803155649 § litecoin; eur; 9.275944449812911 § monero; eur; 10.343139500632475
1585310721.32; ark; eur; 1.3617595542337486 § bitcoin; eur; 1.1662495079696595 § ethereum; eur; 5.483855540852877 § litecoin; eur; 8.829985582033444 § monero; eur; 10.23970810562615
1585310722.32; ark; eur; 2.168365993562848 § bitcoin; eur; 2.492873935553847 § ethereum; eur; 2.350528332902167 § litecoin; eur; 9.00836912914523 § monero; eur; 9.722551130594526
1585310723.32; ark; eur; 2.168365993562848 § bitcoin; eur; 4.692702147436049 § ethereum; eur; 2.400539574027745 § litecoin; eur; 8.180280195892234 § monero; eur; 10.952765685885716
1585310724.33; ark; eur; 2.856670684647428 § bitcoin; eur; 4.692702147436049 § ethereum; eur; 2.3755339534649558 § litecoin; eur; 7.634928182832751 § monero; eur; 10.118269252675375
1585310725.33; ark; eur; 3.092272390597731 § bitcoin; eur; 4.513932541819438 § ethereum; eur; 2.425545194590534 § litecoin; eur; 9.00836912914523 § monero; eur; 9.722551130594526
1585310726.33; ark; eur; 2.8136231973894037 § bitcoin; eur; 4.603317344627744 § ethereum; eur; 2.475556435716112 § litecoin; eur; 8.384026714253977 § monero; eur; 10.136276710619825
1585310727.34; ark; eur; 2.6464772648712214 § bitcoin; eur; 4.648009746031896 § ethereum; eur; 2.425545194590534 § litecoin; eur; 8.180280195892234 § monero; eur; 9.722551130594526
1585310728.34; ark; eur; 1.8659989331367877 § bitcoin; eur; 4.886317381789082 § ethereum; eur; 0.9431691924992212 § litecoin; eur; 7.4791133219586134 § monero; eur; 10.535517469280546
1585310729.34; ark; eur; 1.9040805440171302 § bitcoin; eur; 3.586233661300544 § ethereum; eur; 2.148203979500085 § litecoin; eur; 7.634928182832751 § monero; eur; 10.118269252675375
1585310730.35; ark; eur; 1.08837178250917 § bitcoin; eur; 3.586233661300544 § ethereum; eur; 2.3517180407158826 § litecoin; eur; 7.323298461084476 § monero; eur; 11.057077740037007
1585310731.35; ark; eur; 1.0439484444475713 § bitcoin; eur; 3.4051107491136476 § ethereum; eur; 0.9732703369406857 § litecoin; eur; 7.790743043706889 § monero; eur; 10.013957198524082
1585310732.35; ark; eur; 1.1802043052408926 § bitcoin; eur; 3.6949074086126816 § ethereum; eur; 1.0033714813821502 § litecoin; eur; 7.868650474143958 § monero; eur; 10.118269252675375
1585310733.36; ark; eur; 1.1915524235605166 § bitcoin; eur; 3.4051107491136476 § ethereum; eur; 2.1934293264369287 § litecoin; eur; 8.024465335018096 § monero; eur; 9.805333090221497
1585310734.36; ark; eur; 1.876310615096576 § bitcoin; eur; 1.771696268292733 § ethereum; eur; 2.3291053672474606 § litecoin; eur; 3.9736170741829313 § monero; eur; 10.848453631734422
1585310735.36; ark; eur; 1.856765712855987 § bitcoin; eur; 1.0734533096496375 § ethereum; eur; 5.373633294791023 § litecoin; eur; 4.0965124476112695 § monero; eur; 10.431205415129252
1585310736.37; ark; eur; 2.703369690505538 § bitcoin; eur; 0.9519302934628862 § ethereum; eur; 4.964213615187897 § litecoin; eur; 4.055547323135157 § monero; eur; 10.118269252675375
1585310737.37; ark; eur; 2.9568105989904323 § bitcoin; eur; 1.0025648835406993 § ethereum; eur; 5.16892345498946 § litecoin; eur; 4.26037294551572 § monero; eur; 10.013957198524082
1585310738.38; ark; eur; 2.839475225628527 § bitcoin; eur; 0.982311047509574 § ethereum; eur; 5.373633294791023 § litecoin; eur; 4.219407821039607 § monero; eur; 10.535517469280546
1585310793.89; ark; eur; 1.4259415474816657 § bitcoin; eur; 1.047478185483607 § ethereum; eur; 1.2942348207269687 § litecoin; eur; 5.534552950808403 § monero; eur; 5.1478023805037125
1585310794.89; ark; eur; 0.9456138050973818 § bitcoin; eur; 1.047478185483607 § ethereum; eur; 1.2820250582672803 § litecoin; eur; 5.221276368687173 § monero; eur; 1.2091114818726376
1585310795.9; ark; eur; 0.9959124117514978 § bitcoin; eur; 1.1329866087883913 § ethereum; eur; 1.2209762459688385 § litecoin; eur; 5.064638077626558 § monero; eur; 1.2219743699776657
1585310796.9; ark; eur; 1.4925612105648822 § bitcoin; eur; 2.442277347693147 § ethereum; eur; 3.6218663733111036 § litecoin; eur; 5.169063605000301 § monero; eur; 5.1478023805037125
1585310797.9; ark; eur; 1.4770136979548312 § bitcoin; eur; 2.346501765430671 § ethereum; eur; 3.656360338771209 § litecoin; eur; 1.8115910699195292 § monero; eur; 5.002109860300777
1585310798.9; ark; eur; 2.5128900261900116 § bitcoin; eur; 4.405020848713203 § ethereum; eur; 3.3459146496302576 § litecoin; eur; 1.6708849674015076 § monero; eur; 5.050674033701756
1585310799.91; ark; eur; 2.4877611259281114 § bitcoin; eur; 4.105650499771529 § ethereum; eur; 3.656360338771209 § litecoin; eur; 1.7412380186605183 § monero; eur; 5.002109860300777
1585310800.91; ark; eur; 2.999480066609382 § bitcoin; eur; 4.148417692477482 § ethereum; eur; 3.5528784423908917 § litecoin; eur; 1.8643558583637874 § monero; eur; 5.1478023805037125
1585310801.91; ark; eur; 2.9394904652771947 § bitcoin; eur; 4.405020848713203 § ethereum; eur; 3.656360338771209 § litecoin; eur; 1.7764145442900239 § monero; eur; 5.1478023805037125
1585310802.92; ark; eur; 2.721181907714165 § bitcoin; eur; 5.035091566887357 § ethereum; eur; 5.936677557515774 § litecoin; eur; 1.8467675955490346 § monero; eur; 5.099238207102734
1585310803.92; ark; eur; 2.464466633401508 § bitcoin; eur; 5.084943958638717 § ethereum; eur; 6.369560296084632 § litecoin; eur; 1.3145852545456762 § monero; eur; 4.759288993295885
1585310804.92; ark; eur; 1.6779233152989543 § bitcoin; eur; 4.0619663043289505 § ethereum; eur; 7.1180067879369915 § litecoin; eur; 1.2380074727274817 § monero; eur; 5.050674033701756
1585310805.93; ark; eur; 1.629521681203792 § bitcoin; eur; 4.023280910954389 § ethereum; eur; 6.6342587538053515 § litecoin; eur; 1.2507704363638474 § monero; eur; 4.9535456868997985
1585310806.93; ark; eur; 0.9744694406665687 § bitcoin; eur; 3.752483157332459 § ethereum; eur; 6.493241078532878 § litecoin; eur; 1.3018222909093105 § monero; eur; 5.1478023805037125
1585310807.93; ark; eur; 0.9643187173262919 § bitcoin; eur; 4.0619663043289505 § ethereum; eur; 6.555081469757001 § litecoin; eur; 1.7940028071047764 § monero; eur; 4.807853166696863
1585310808.94; ark; eur; 1.3884095596891644 § bitcoin; eur; 2.070506944697093 § ethereum; eur; 6.841579339861769 § litecoin; eur; 1.2635334000002132 § monero; eur; 4.856417340097842
1585310809.94; ark; eur; 1.335517766939101 § bitcoin; eur; 1.9337753540095493 § ethereum; eur; 6.565151891786546 § litecoin; eur; 1.21248154545475 § monero; eur; 9.004052968640016
1585310810.95; ark; eur; 2.2976482481520706 § bitcoin; eur; 1.0004009340064075 § ethereum; eur; 4.663586102017618 § litecoin; eur; 1.21248154545475 § monero; eur; 9.667509503171384
1585310811.95; ark; eur; 2.275122284934893 § bitcoin; eur; 1.0004009340064075 § ethereum; eur; 5.258937519296463 § litecoin; eur; 4.428188516147825 § monero; eur; 9.193611978506121
1585310812.95; ark; eur; 2.832635454148032 § bitcoin; eur; 1.0104049433464717 § ethereum; eur; 4.663586102017618 § litecoin; eur; 1.3145852545456762 § monero; eur; 9.383170988372227
1585310813.96; ark; eur; 2.7736222155199477 § bitcoin; eur; 0.9903969246663434 § ethereum; eur; 5.209324901189893 § litecoin; eur; 1.2507704363638474 § monero; eur; 9.951848017970542
1585310814.96; ark; eur; 2.941174946293368 § bitcoin; eur; 0.9603848966461512 § ethereum; eur; 4.762811338230759 § litecoin; eur; 1.3018222909093105 § monero; eur; 9.098832473573069
1585310815.97; ark; eur; 2.8301872124709764 § bitcoin; eur; 1.7916198098067688 § ethereum; eur; 4.91164919255047 § litecoin; eur; 4.1751491723679495 § monero; eur; 9.85706851303749
1585310816.97; ark; eur; 1.980799034013562 § bitcoin; eur; 4.023457172729299 § ethereum; eur; 2.085496588925361 § litecoin; eur; 4.3438420682212 § monero; eur; 9.85706851303749
1585310817.97; ark; eur; 1.9619342813086709 § bitcoin; eur; 3.985500029590343 § ethereum; eur; 2.19189947611543 § litecoin; eur; 4.048629500478012 § monero; eur; 9.667509503171384
1585310818.98; ark; eur; 1.1136576212664804 § bitcoin; eur; 3.6059285982007867 § ethereum; eur; 2.021654856611319 § litecoin; eur; 4.006456276514699 § monero; eur; 9.288391483439174
1585310819.98; ark; eur; 1.102631308184634 § bitcoin; eur; 3.909585743312432 § ethereum; eur; 2.021654856611319 § litecoin; eur; 4.006456276514699 § monero; eur; 9.383170988372227
1585310820.98; ark; eur; 1.1895769420157554 § bitcoin; eur; 4.023457172729299 § ethereum; eur; 2.042935434049333 § litecoin; eur; 4.428188516147825 § monero; eur; 9.85706851303749
1585310821.99; ark; eur; 1.1667004623616062 § bitcoin; eur; 5.272373186026824 § ethereum; eur; 0.9549542291272816 § litecoin; eur; 4.3438420682212 § monero; eur; 9.193611978506121
1585310822.99; ark; eur; 2.090511795415306 § bitcoin; eur; 4.163837833869843 § ethereum; eur; 1.0362269294785396 § litecoin; eur; 7.7991592222529205 § monero; eur; 9.762289008104437
1585310824.0; ark; eur; 1.8538500827267808 § bitcoin; eur; 4.077091212330888 § ethereum; eur; 1.0768632796541686 § litecoin; eur; 7.4840416779194685 § monero; eur; 11.010890722381896
1585310825.0; ark; eur; 2.769592319523369 § bitcoin; eur; 4.597570941564619 § ethereum; eur; 0.9651133166711888 § litecoin; eur; 7.720379836169557 § monero; eur; 9.951848017970542
1585310826.01; ark; eur; 2.7978534656409546 § bitcoin; eur; 4.077091212330888 § ethereum; eur; 1.0463860170224468 § litecoin; eur; 7.720379836169557 § monero; eur; 9.951848017970542
1585310827.01; ark; eur; 2.891317097015781 § bitcoin; eur; 4.293957766178276 § ethereum; eur; 1.015908754390725 § litecoin; eur; 7.7991592222529205 § monero; eur; 9.85706851303749
1585310828.01; ark; eur; 2.832906650611422 § bitcoin; eur; 2.421765377993791 § ethereum; eur; 2.64731949435137 § litecoin; eur; 7.720379836169557 § monero; eur; 9.193611978506121
1585310829.02; ark; eur; 2.298722415835679 § bitcoin; eur; 1.1239704966863069 § ethereum; eur; 2.7796854690689385 § litecoin; eur; 8.035497380503008 § monero; eur; 11.010890722381896
1585310830.02; ark; eur; 2.0384896895146585 § bitcoin; eur; 1.069408822089884 § ethereum; eur; 5.3014833148796185 § litecoin; eur; 8.803665422769507 § monero; eur; 11.228928162429064
1585310831.02; ark; eur; 1.2490574162907815 § bitcoin; eur; 1.1021458268477378 § ethereum; eur; 5.577602237529599 § litecoin; eur; 8.359035855962967 § monero; eur; 11.11990944240548
1585310832.03; ark; eur; 1.3247578657629502 § bitcoin; eur; 1.1239704966863069 § ethereum; eur; 5.743273591119587 § litecoin; eur; 7.7991592222529205 § monero; eur; 11.228928162429064
1585310833.03; ark; eur; 1.0955689755957863 § bitcoin; eur; 1.1567075014441603 § ethereum; eur; 2.7002658842383975 § litecoin; eur; 7.720379836169557 § monero; eur; 10.247759682216815
1585310834.03; ark; eur; 1.0955689755957863 § bitcoin; eur; 1.480850836906298 § ethereum; eur; 5.246259530349623 § litecoin; eur; 8.114276766586372 § monero; eur; 10.574815842287563
1585310835.04; ark; eur; 1.6770417908005908 § bitcoin; eur; 3.153783514800432 § ethereum; eur; 5.411930883939611 § litecoin; eur; 8.447961769324275 § monero; eur; 10.46579712226398
1585310836.04; ark; eur; 1.761740871144055 § bitcoin; eur; 3.2838364432458103 § ethereum; eur; 6.787836592284906 § litecoin; eur; 8.803665422769507 § monero; eur; 11.555984322499812
1585310837.05; ark; eur; 2.503971501964691 § bitcoin; eur; 3.1862967469117764 § ethereum; eur; 6.647881198629547 § litecoin; eur; 9.337220902937355 § monero; eur; 11.337946882452647
1585310838.05; ark; eur; 2.5566866914797375 § bitcoin; eur; 3.153783514800432 § ethereum; eur; 7.417635863734021 § litecoin; eur; 8.447961769324275 § monero; eur; 10.574815842287563
1585310839.06; ark; eur; 2.9032323241461873 § bitcoin; eur; 3.4464026038025337 § ethereum; eur; 6.997769682767944 § litecoin; eur; 9.426146816298663 § monero; eur; 10.46579712226398
1585310840.06; ark; eur; 3.17260439545872 § bitcoin; eur; 4.853445994291858 § ethereum; eur; 7.207702773250983 § litecoin; eur; 8.892591336130815 § monero; eur; 10.247759682216815
1585310841.06; ark; eur; 2.3154404846987453 § bitcoin; eur; 4.805392073556296 § ethereum; eur; 6.717858895457226 § litecoin; eur; 9.248294989576047 § monero; eur; 11.11990944240548
1585310842.07; ark; eur; 2.5835441197691265 § bitcoin; eur; 4.793583625333444 § ethereum; eur; 5.4311740265665085 § litecoin; eur; 6.581550082735016 § monero; eur; 7.5062735986407
1585310843.07; ark; eur; 1.405555039812906 § bitcoin; eur; 4.981567296915148 § ethereum; eur; 5.888536049856319 § litecoin; eur; 6.328413541091361 § monero; eur; 8.053606048541583
1585310844.07; ark; eur; 1.5239175694813614 § bitcoin; eur; 3.1221304918613217 § ethereum; eur; 6.002876555678772 § litecoin; eur; 6.13856113485862 § monero; eur; 8.288177098499105
1585310845.08; ark; eur; 1.0402846437013187 § bitcoin; eur; 3.1221304918613217 § ethereum; eur; 5.4311740265665085 § litecoin; eur; 6.0752769994477065 § monero; eur; 10.79285328233473
1585310846.08; ark; eur; 0.9602627480319864 § bitcoin; eur; 3.1221304918613217 § ethereum; eur; 6.060046808589998 § litecoin; eur; 6.518265947324102 § monero; eur; 11.228928162429064
1585310847.08; ark; eur; 1.4833643101564602 § bitcoin; eur; 2.849322973154993 § ethereum; eur; 3.0005385535513596 § litecoin; eur; 6.708118353556843 § monero; eur; 8.288177098499105
1585310848.09; ark; eur; 1.4545611196679853 § bitcoin; eur; 1.3207761226303796 § ethereum; eur; 2.7147729770226587 § litecoin; eur; 6.708118353556843 § monero; eur; 7.5062735986407
1585310849.09; ark; eur; 2.394760104389017 § bitcoin; eur; 1.3207761226303796 § ethereum; eur; 2.7147729770226587 § litecoin; eur; 2.6446144011720487 § monero; eur; 7.975415698555743
1585310850.09; ark; eur; 2.538445710652358 § bitcoin; eur; 1.2270770554415549 § ethereum; eur; 3.0005385535513596 § litecoin; eur; 2.5683274472920856 § monero; eur; 7.975415698555743
1585310851.1; ark; eur; 2.8370990616630936 § bitcoin; eur; 1.1920177110003676 § ethereum; eur; 2.771926092328399 § litecoin; eur; 6.454981811913188 § monero; eur; 7.349892898669018
1585310852.1; ark; eur; 2.8370990616630936 § bitcoin; eur; 1.2270770554415549 § ethereum; eur; 2.8862323229398794 § litecoin; eur; 6.454981811913188 § monero; eur; 7.975415698555743
1585310853.1; ark; eur; 2.5108997688487094 § bitcoin; eur; 1.20370415914743 § ethereum; eur; 0.9856391250167817 § litecoin; eur; 2.5428984626654314 § monero; eur; 7.975415698555743
1585310854.11; ark; eur; 2.7780167655347423 § bitcoin; eur; 2.60630449009443 § ethereum; eur; 1.1114653962955199 § litecoin; eur; 2.41575353953216 § monero; eur; 8.053606048541583
1585310855.11; ark; eur; 1.7388492965396378 § bitcoin; eur; 2.713780963912757 § ethereum; eur; 1.8944063103910285 § litecoin; eur; 2.41575353953216 § monero; eur; 7.975415698555743
1585310856.12; ark; eur; 1.7388492965396378 § bitcoin; eur; 4.4031700679835435 § ethereum; eur; 1.992056120204999 § litecoin; eur; 2.4666115087854683 § monero; eur; 8.288177098499105
1585310857.13; ark; eur; 1.1094271413395638 § bitcoin; eur; 4.627821602064336 § ethereum; eur; 1.9139362723538225 § litecoin; eur; 2.41575353953216 § monero; eur; 8.209986748513264
1585310858.13; ark; eur; 1.015230497263563 § bitcoin; eur; 4.493030681615861 § ethereum; eur; 1.0800088284758353 § litecoin; eur; 2.6446144011720487 § monero; eur; 7.975415698555743
1585310859.13; ark; eur; 1.3047900541040014 § bitcoin; eur; 4.717682215696653 § ethereum; eur; 1.835816424502646 § litecoin; eur; 2.59375643191874 § monero; eur; 8.131796398527424
1585310860.14; ark; eur; 1.2678620337048314 § bitcoin; eur; 4.680140794831701 § ethereum; eur; 2.0506460060933813 § litecoin; eur; 0.9757739579141778 § monero; eur; 8.131796398527424
1585310861.14; ark; eur; 2.228430087897674 § bitcoin; eur; 5.123522554342072 § ethereum; eur; 4.739445988801675 § litecoin; eur; 0.9961025820373898 § monero; eur; 3.2476127423826013
1585310862.14; ark; eur; 1.9949755072607747 § bitcoin; eur; 3.7681509550116905 § ethereum; eur; 4.502473689361591 § litecoin; eur; 1.0469241423454199 § monero; eur; 3.0944234620815356
1585310863.15; ark; eur; 2.75617748545917 § bitcoin; eur; 3.44516658743926 § ethereum; eur; 4.881629368465726 § litecoin; eur; 1.067252766468632 § monero; eur; 3.155699174201962
1585310864.15; ark; eur; 2.7271650908753893 § bitcoin; eur; 3.5528280432967367 § ethereum; eur; 4.502473689361591 § litecoin; eur; 1.077417078530238 § monero; eur; 7.662654298612381
1585310865.16; ark; eur; 2.680474996841155 § bitcoin; eur; 3.6963766511067058 § ethereum; eur; 4.929023828353742 § litecoin; eur; 1.067252766468632 § monero; eur; 3.1250613181417486
1585310866.16; ark; eur; 2.680474996841155 § bitcoin; eur; 1.743898447634374 § ethereum; eur; 4.739445988801675 § litecoin; eur; 0.9859382699757837 § monero; eur; 2.879958469660043
1585310867.16; ark; eur; 2.039159788418781 § bitcoin; eur; 1.6584132296130811 § ethereum; eur; 7.256815702310547 § litecoin; eur; 2.994816791165837 § monero; eur; 2.9718720378406824
1585310868.17; ark; eur; 2.0593494892942146 § bitcoin; eur; 0.9661361168175525 § ethereum; eur; 7.1198946513235555 § litecoin; eur; 3.2785362766447057 § monero; eur; 3.2476127423826013
1585310869.17; ark; eur; 1.2156872192490331 § bitcoin; eur; 0.9661361168175525 § ethereum; eur; 6.846052549349572 § litecoin; eur; 3.1209143402675563 § monero; eur; 2.9718720378406824
1585310870.17; ark; eur; 1.2039979190639463 § bitcoin; eur; 1.0373250938462142 § ethereum; eur; 6.7775920238560765 § litecoin; eur; 1.0062668940989958 § monero; eur; 3.186337030262175
1585310871.18; ark; eur; 1.1262907320928157 § bitcoin; eur; 1.0373250938462142 § ethereum; eur; 6.503749921882093 § litecoin; eur; 3.0893899529921267 § monero; eur; 3.2169748863223884
